M20002661169|20170624|33|0.00
hzfh1011|100000.00|0.00|0.00
hzfh1503|20000.00|120.00|0.00
hzfh3391|301.24|0.00|0.00
hzfh2659|50000.00|0.00|0.00
hzfh194|0.00|20045.84|0.00
hzfh2119|301.24|0.00|0.00
hzfh3525|17874.16|0.00|0.00
hzfh3447|301.24|0.00|0.00
hzfh150001|0.00|124.93|0.00
hzfh3454|301.24|0.00|0.00
hzfh3499|301.24|0.00|0.00
hzfh2342|300.00|20000.00|0.00
hzfh1473|20007.00|20045.84|0.00
hzfh2017|803.33|0.00|0.00
hzfh3509|301.24|0.00|0.00
hzfh3494|2811.66|0.00|0.00
hzfh868|1004.16|0.00|0.00
hzfh3483|301.24|0.00|0.00
hzfh3438|10351.24|0.00|0.00
hzfh3441|301.24|0.00|0.00
hzfh3493|1004.16|0.00|0.00
hzfh2759|10041.66|0.00|0.00
hzfh1493|1004.16|0.00|0.00
hzfh3514|301.24|0.00|0.00
hzfh150000|120.17|0.00|0.00
hzfh3253|301.24|0.00|0.00
hzfh3434|301.24|0.00|0.00
hzfh3458|301.24|0.00|0.00
hzfh3392|301.24|0.00|0.00
hzfh1043|502.07|0.00|0.00
hzfh3390|301.24|0.00|0.00
hzfh3377|301.24|0.00|0.00
hzfh3492|301.24|0.00|0.00
