M20002661169|20170630|83|2224241.44
hzfh150470|305.00|300.00|5.00
hzfh455|0.00|515355.00|0.00
hzfh150464|6005.00|6000.00|5.00
hzfh1503|4529.18|0.00|162160.43
hzfh4089|0.00|50000.00|0.00
hzfh150373|305.00|300.00|5.00
hzfh12|4.02|0.00|104.30
hzfh150460|1005.00|500.00|505.00
hzfh2904|20000.00|0.00|20000.00
hzfh150435|100.00|100.00|0.00
hzfh194|20000.00|40211.68|55535.48
hzfh3691|5020.82|5020.82|0.00
hzfh4100|19870.00|0.00|19900.00
hzfh150413|20050.00|20000.00|150.00
hzfh150106|1000.00|0.00|1000.00
hzfh150104|300.00|300.00|0.00
hzfh150116|1000.00|1000.00|0.00
hzfh3625|301.24|0.00|301.24
hzfh689|20045.84|0.00|20045.84
hzfh150446|0.00|100000.00|150.00
hzfh80|2500.00|0.00|2500.00
hzfh642|32500.00|0.00|32500.00
hzfh88|2500.00|0.00|2500.00
hzfh75|2500.00|0.00|2500.00
hzfh4071|300.00|300.00|0.00
hzfh2627|0.00|1707.07|0.00
hzfh2999|14058.33|0.00|14108.33
hzfh1673|300.00|300.00|0.00
hzfh150474|500.00|0.00|500.00
hzfh150356|300.00|300.00|0.00
hzfh1063|50000.00|10000.00|40000.00
hzfh150001|20000.00|324.98|20380.00
hzfh150003|101.01|0.00|206.35
hzfh3669|5020.82|5020.82|0.00
hzfh150458|300.00|300.00|0.00
hzfh150103|300.00|300.00|0.00
hzfh3624|0.00|301.24|0.00
hzfh3989|0.00|5000.00|0.00
hzfh150423|605.00|1200.00|5.00
hzfh3726|5015.00|3000.00|2015.00
hzfh150429|305.00|300.00|5.00
hzfh150276|5.00|500.00|5.00
hzfh2764|13300.00|0.00|13300.00
hzfh3598|301.24|0.00|301.24
hzfh2115|301.24|0.00|301.24
hzfh150260|5.00|300.00|5.00
hzfh3430|300.00|300.00|0.00
hzfh3618|1004.16|0.00|1004.16
hzfh150473|300.00|0.00|300.00
hzfh150277|170000.00|170000.00|0.00
hzfh1826|0.00|300.00|0.00
hzfh79|3000.00|0.00|3000.00
hzfh150467|305.00|300.00|5.00
hzfh150459|305.00|300.00|5.00
hzfh150444|305.00|300.00|5.00
hzfh150469|305.00|300.00|5.00
hzfh34|1672.00|3600.00|0.00
hzfh1035|500000.00|0.00|1500000.00
hzfh3763|2500.00|0.00|2500.00
hzfh150425|3015.00|15.00|3000.00
hzfh150000|81272.12|81144.00|100820.67
hzfh437|30000.00|20000.00|10000.00
hzfh521|0.00|78402.00|20098.00
hzfh3627|301.24|301.24|0.00
hzfh150454|305.00|300.00|5.00
hzfh3783|270000.00|120000.00|150000.00
hzfh3643|301.24|0.00|301.24
hzfh3672|3414.16|3400.00|14.16
hzfh3461|300.00|0.00|300.00
hzfh1875|3000.00|0.00|3000.00
hzfh150384|305.00|300.00|5.00
hzfh685|3.02|0.00|85.04
hzfh196|0.00|8.05|1046.66
hzfh114|100.00|0.00|100.00
hzfh3607|0.00|301.24|0.00
hzfh3587|100.40|0.00|100.40
hzfh150102|300.00|300.00|0.00
hzfh3657|10041.66|0.00|10041.66
hzfh2132|2500.00|0.00|2500.00
hzfh58|2500.00|0.00|2500.00
hzfh150451|0.00|300.00|0.00
hzfh83|2500.00|0.00|2500.00
hzfh1835|0.00|300.00|0.00
