M20002661169|20170707|47|2173533.38
hzfh1470|30000.00|30000.00|0.00
hzfh4026|0.00|301.24|0.00
hzfh1011|200000.00|0.00|200000.00
hzfh150352|350.00|0.00|350.00
hzfh690|1000000.00|69500.00|930500.00
hzfh150665|66000.00|0.00|66000.00
hzfh150499|50000.00|0.00|200000.00
hzfh30|1010.00|0.00|1010.00
hzfh2257|43430.00|0.00|43430.00
hzfh150491|52200.00|0.00|52200.00
hzfh150661|3015.00|3000.00|15.00
hzfh194|220000.00|1115995.00|285598.64
hzfh4100|0.00|20000.00|0.00
hzfh4051|0.00|301.24|0.00
hzfh4057|2000.00|0.00|2000.00
hzfh1314|0.00|1950.00|0.00
hzfh150509|7830.00|0.00|7930.00
hzfh150612|0.00|50000.00|0.00
hzfh814|1010.00|0.00|1010.00
hzfh150001|0.00|395.00|16636.47
hzfh3737|0.00|301.24|0.00
hzfh150479|1000.00|0.00|1000.00
hzfh2471|1010.00|0.00|1010.00
hzfh133|5000.00|5000.00|0.00
hzfh3833|0.00|301.24|0.00
hzfh150563|0.00|5.00|0.00
hzfh19|1000.00|0.00|1000.00
hzfh520|51300.00|50500.00|50523.00
hzfh1473|20000.00|0.00|20078.00
hzfh2072|3030.00|0.00|3030.00
hzfh150091|30095.00|30000.00|100.00
hzfh150645|0.00|85.00|0.00
hzfh947|0.00|13000.00|13000.00
hzfh1820|0.00|37000.00|0.00
hzfh2637|1010.00|0.00|1015.00
hzfh150525|20000.00|0.00|20000.00
hzfh3583|2000.00|2000.00|0.00
hzfh150000|74497.00|0.00|245792.27
hzfh3643|0.00|301.24|0.00
hzfh4025|0.00|301.24|0.00
hzfh3834|0.00|301.24|0.00
hzfh150361|240000.00|240000.00|5.00
hzfh514|10000.00|0.00|10000.00
hzfh150670|300.00|0.00|300.00
hzfh4053|0.00|5070.82|0.00
hzfh150448|10050.00|10050.00|0.00
hzfh150669|800000.00|800000.00|0.00
