M20002661169|20170713|54|2291742.87
hzfh150639|30100.00|0.00|30100.00
hzfh150224|0.00|306.24|0.00
hzfh690|0.00|291752.00|196126.00
hzfh1503|780000.00|384400.00|962225.00
hzfh150094|0.00|3017.49|0.00
hzfh150107|0.00|301.00|0.24
hzfh150889|10000.00|0.00|10000.00
hzfh150214|100.00|0.00|20238.33
hzfh150008|60150.00|60000.00|150.00
hzfh150178|0.00|300.00|1.24
hzfh150009|0.00|301.24|0.00
hzfh150456|300.00|0.00|300.00
hzfh150158|0.00|301.24|0.00
hzfh150279|0.00|306.24|0.00
hzfh150105|0.00|301.24|0.00
hzfh150491|90000.00|0.00|90100.00
hzfh689|100000.00|53250.00|541250.00
hzfh537|6030.00|3030.00|3000.00
hzfh992|0.00|502.07|0.00
hzfh150789|15065.00|15000.00|65.00
hzfh3432|300.00|0.00|300.00
hzfh150298|0.00|306.24|0.00
hzfh1014|94300.00|87300.00|7000.00
hzfh970|38380.00|0.00|38480.00
hzfh150707|9125.00|3000.00|6130.00
hzfh150001|0.00|680.00|13136.67
hzfh3662|0.00|301.24|0.00
hzfh150843|10050.00|10000.00|50.00
hzfh915|8000.00|8000.00|0.00
hzfh595|1000.00|1000.00|5001.24
hzfh150902|100.00|0.00|100.00
hzfh1473|170000.00|845022.00|263672.32
hzfh150213|0.00|24083.00|0.33
hzfh2342|0.00|20133.33|0.00
hzfh150700|10050.00|0.00|10050.00
hzfh150740|1000.00|0.00|1000.00
hzfh793|6030.00|3030.00|3000.00
hzfh1502|25000.00|0.00|25000.00
hzfh3352|300.00|0.00|300.00
hzfh2724|2500.00|0.00|2500.00
hzfh150000|10774.00|494159.83|28441.50
hzfh747|9950.00|10000.00|0.00
hzfh150257|0.00|507.07|0.00
hzfh1130|5050.00|5050.00|0.00
hzfh150888|25100.00|100.00|25000.00
hzfh437|550.00|0.00|6000.00
hzfh150834|23015.00|23000.00|15.00
hzfh801|50000.00|52700.00|0.00
hzfh23|0.00|40000.00|0.00
hzfh150278|0.00|1109.58|0.00
hzfh150232|0.00|306.24|0.00
hzfh2315|400000.00|400000.00|0.00
hzfh474|1010.00|0.00|1010.00
hzfh150561|0.00|1000.00|2000.00
