M20002661169|20170717|208|5383735.36
hzfh150464|0.00|6030.00|0.00
hzfh2894|0.00|1010.00|0.00
hzfh1512|0.00|1010.00|0.00
hzfh150470|0.00|306.24|0.00
hzfh1107|2000.00|2000.24|2000.00
hzfh800|174.32|5312.50|174.32
hzfh3601|0.00|102.91|0.00
hzfh998|0.00|401.66|0.00
hzfh974|213.08|19480.82|213.08
hzfh2973|0.00|1010.00|0.00
hzfh150908|45.00|9000.00|750.00
hzfh1470|0.00|10000.00|0.00
hzfh836|12.97|0.00|13.28
hzfh458|45.40|0.00|45.40
hzfh2343|98.86|0.00|119.68
hzfh91|249.73|0.00|249.73
hzfh74|0.00|401.00|0.66
hzfh312|30.62|0.00|30.62
hzfh839|62.40|0.00|63.66
hzfh219|834.78|830.00|4.78
hzfh90|17.97|0.00|17.97
hzfh483|279.33|0.00|279.33
hzfh150573|995.00|0.00|1000.00
hzfh491|3.97|0.00|3.97
hzfh1990|8.20|0.00|8.20
hzfh1676|6.87|0.00|6.87
hzfh2312|1.14|0.00|1.14
hzfh811|0.06|0.00|0.06
hzfh4092|0.06|0.00|0.06
hzfh1503|1600000.00|44000.00|3637046.25
hzfh3677|0.00|1000.00|1.24
hzfh150580|0.00|50000.00|0.00
hzfh150734|500000.00|500000.00|0.00
hzfh392|81800.00|30675.00|51125.00
hzfh723|1.07|5.00|113.61
hzfh943|1022.50|0.00|1022.50
hzfh150460|0.00|502.00|0.07
hzfh150104|0.26|301.24|0.26
hzfh151005|0.00|100.00|0.00
hzfh684|2.93|301.24|2.93
hzfh150009|40150.00|40000.00|150.00
hzfh81|955.75|0.00|955.75
hzfh825|603.26|603.00|0.33
hzfh150695|50000.00|600000.00|0.00
hzfh931|3.38|0.00|3.92
hzfh812|14.94|1000.00|15.10
hzfh12|754.67|958.97|0.00
hzfh829|3.95|0.00|3.95
hzfh88|52.69|0.00|52.69
hzfh537|163.91|163.91|0.00
hzfh689|620000.00|16500.00|700798.00
hzfh2761|1.46|0.00|1.46
hzfh150106|1004.16|0.00|1004.16
hzfh1754|13.75|0.00|13.96
hzfh3036|0.06|0.00|0.06
hzfh418|3.41|0.00|103.47
hzfh194|0.00|20045.84|29248.80
hzfh151095|300.00|0.00|300.00
hzfh150116|0.00|1004.16|0.00
hzfh814|78.04|15000.00|78.04
hzfh150732|0.00|100.00|0.00
hzfh1673|0.00|301.00|0.24
hzfh120|0.00|1515.00|0.06
hzfh4071|0.00|301.24|0.00
hzfh858|0.00|40900.00|0.00
hzfh150111|0.00|612.48|0.00
hzfh150356|0.00|300.00|1.24
hzfh150407|0.00|305.68|0.56
hzfh97|7.61|0.00|8.02
hzfh1844|1784.42|0.00|1784.42
hzfh243|788.87|0.00|788.87
hzfh2847|276.49|0.00|276.49
hzfh383|773.09|773.09|0.00
hzfh3576|69.75|0.00|69.75
hzfh826|0.82|0.00|0.82
hzfh581|134.69|0.00|134.69
hzfh432|5.42|0.00|5.42
hzfh970|7.83|4000.00|33977.83
hzfh601|92.21|0.00|92.21
hzfh2762|28.14|0.00|28.14
hzfh94|0.22|0.00|0.22
hzfh422|5000.00|5000.00|0.00
hzfh1656|48.53|0.00|48.53
hzfh151083|10050.00|50.00|10000.00
hzfh4064|0.00|1000.00|0.00
hzfh150001|0.00|37816.00|2956.54
hzfh3664|0.00|301.24|0.00
hzfh1030|17000.00|17000.00|0.00
hzfh320|2765.77|0.00|2815.77
hzfh1732|104.55|0.00|104.55
hzfh3287|0.41|0.00|0.41
hzfh3038|0.18|0.00|0.18
hzfh964|150.99|0.00|150.99
hzfh324|16.96|0.00|45706.96
hzfh1804|0.20|0.00|0.20
hzfh7|74.20|0.00|74.20
hzfh2025|0.06|0.00|0.30
hzfh981|50.57|0.00|100.57
hzfh1952|0.44|0.00|0.44
hzfh151007|0.00|50.00|0.00
hzfh4078|6000.00|6000.00|0.00
hzfh150003|1.00|40.00|168.36
hzfh150998|300.00|0.00|300.00
hzfh168|202000.00|300000.00|2000.00
hzfh464|25562.50|0.00|25562.50
hzfh3430|0.00|301.24|0.00
hzfh150260|0.00|306.24|0.00
hzfh150359|0.00|612.48|0.00
hzfh150423|0.00|607.49|0.00
hzfh1918|0.00|20200.00|0.00
hzfh2987|0.00|10100.00|0.00
hzfh1785|0.00|80.00|0.00
hzfh150276|0.00|1002.07|0.00
hzfh1826|0.00|602.48|0.00
hzfh150408|0.00|300.68|0.56
hzfh336|3513.64|3000.00|513.64
hzfh1473|50000.00|750.00|501820.32
hzfh116|48.40|0.00|48.40
hzfh3452|102.50|0.00|102.50
hzfh3590|0.24|0.00|0.24
hzfh3354|0.66|0.00|0.66
hzfh79|1333.36|0.00|1333.36
hzfh530|0.70|0.00|10028.61
hzfh133|250.72|0.00|250.72
hzfh315|91.25|0.00|91.49
hzfh313|2567.06|0.00|4118.30
hzfh49|9.97|0.00|9.97
hzfh868|414.42|0.00|418.58
hzfh423|15.40|0.00|15.40
hzfh325|15.06|15.06|0.00
hzfh3355|0.18|0.18|0.00
hzfh85|7.84|0.00|7.84
hzfh249|55.42|0.00|55.42
hzfh475|0.12|0.00|0.12
hzfh150371|0.00|20133.33|0.00
hzfh150690|0.00|1.00|49.00
hzfh150401|0.00|300.68|0.56
hzfh150429|0.00|306.00|0.24
hzfh676|4090.00|0.00|4170.00
hzfh259|2632.37|3642.37|0.00
hzfh135|0.10|3939.00|0.10
hzfh150444|0.00|306.24|0.00
hzfh606|1100.00|1100.00|0.00
hzfh1396|174.32|0.00|274.32
hzfh150467|0.00|300.00|6.24
hzfh799|49000.00|0.00|50000.00
hzfh41|2.08|0.00|2002.08
hzfh1937|300.00|0.00|304.16
hzfh150469|0.00|300.00|6.24
hzfh150000|61262.59|0.00|201322.50
hzfh150134|0.00|300.00|0.00
hzfh150670|0.00|300.00|0.00
hzfh150753|5.00|3000.00|1005.00
hzfh150348|0.00|306.24|0.00
