M20002661169|20170717|733|5131780.26
2017071710001277909807|2017071711100210921438496860|3001|20000.00|S|2017-07-17 12:24:00|hzfh150218|hzfh150999|hzfh689|
hzfh155542t1500256812824|2017071711100210921438496861|3009|5.00|S|2017-07-17 10:00:19|hzfh150218|hzfh150001|hzfh150999|
2017071710011056559821|2017071711100210921438496882|3009|2.45|S|2017-07-17 10:02:00||hzfh150001|hzfh115|
2017071710011090359824|2017071711100210921438496883|3009|0.06|S|2017-07-17 10:02:00||hzfh150001|hzfh357|
2017071710023939559833|2017071711100210921438496907|3009|12.22|S|2017-07-17 10:03:00||hzfh150001|hzfh115|
2017071710053352159856|2017071711100210921438496999|3009|16.77|S|2017-07-17 10:06:00||hzfh150001|hzfh320|
2017071710053372259859|2017071711100210921438497000|3009|101.41|S|2017-07-17 10:06:00||hzfh150001|hzfh483|
2017071710053428459865|2017071711100210921438497001|3009|253.91|S|2017-07-17 10:06:00||hzfh150001|hzfh313|
2017071710053545659877|2017071711100210921438497002|3009|106.49|S|2017-07-17 10:06:00||hzfh150001|hzfh3672|
2017071710053652159886|2017071711100210921438497004|3009|76.25|S|2017-07-17 10:06:00||hzfh150001|hzfh313|
2017071710053811559904|2017071711100210921438497005|3009|0.06|S|2017-07-17 10:06:00||hzfh150001|hzfh814|
2017071710053842959907|2017071711100210921438497006|3009|0.27|S|2017-07-17 10:06:00||hzfh150001|hzfh457|
2017071710053906959913|2017071711100210921438497007|3009|0.20|S|2017-07-17 10:06:00||hzfh150001|hzfh150104|
2017071710074902459925|2017071711100210921438497021|3009|0.06|S|2017-07-17 10:08:00||hzfh150001|hzfh432|
2017071710075052459931|2017071711100210921438497022|3009|0.06|S|2017-07-17 10:08:00||hzfh150001|hzfh432|
2017071710075134059934|2017071711100210921438497023|3009|1.04|S|2017-07-17 10:08:00||hzfh150001|hzfh2312|
2017071710075735259955|2017071711100210921438497025|3009|0.12|S|2017-07-17 10:08:00||hzfh150001|hzfh345|
2017071710080450259976|2017071711100210921438497029|3009|1.24|S|2017-07-17 10:09:00||hzfh150001|hzfh836|
2017071710080751259985|2017071711100210921438497030|3009|0.10|S|2017-07-17 10:09:00||hzfh150001|hzfh150102|
2017071710081029159991|2017071711100210921438497031|3009|0.06|S|2017-07-17 10:09:00||hzfh150001|hzfh3355|
2017071710082514259063|2017071711100210921438497032|3009|25.49|S|2017-07-17 10:09:00||hzfh150001|hzfh316|
2017071710082545159066|2017071711100210921438497033|3009|50.98|S|2017-07-17 10:09:00||hzfh150001|hzfh45|
2017071710094228859084|2017071711100210921438497040|3009|8.94|S|2017-07-17 10:10:00||hzfh150001|hzfh320|
2017071710094427259102|2017071711100210921438497041|3009|0.08|S|2017-07-17 10:10:00||hzfh150001|hzfh313|
2017071710094453859105|2017071711100210921438497042|3009|0.06|S|2017-07-17 10:10:00||hzfh150001|hzfh115|
2017071710094537159114|2017071711100210921438497043|3009|0.06|S|2017-07-17 10:10:00||hzfh150001|hzfh814|
2017071710104691659128|2017071711100210921438497048|3009|0.62|S|2017-07-17 10:11:00||hzfh150001|hzfh825|
2017071710105056859155|2017071711100210921438497050|3009|50.70|S|2017-07-17 10:11:00||hzfh150001|hzfh58|
2017071710105136359161|2017071711100210921438497051|3009|6.60|S|2017-07-17 10:11:00||hzfh150001|hzfh45|
2017071710105173359164|2017071711100210921438497052|3009|50.70|S|2017-07-17 10:11:00||hzfh150001|hzfh93|
2017071710123873459195|2017071711100210921438497088|3009|254.16|S|2017-07-17 10:13:00||hzfh150001|hzfh868|
2017071710123901959198|2017071711100210921438497089|3009|1.68|S|2017-07-17 10:13:00||hzfh150001|hzfh45|
2017071710123928659201|2017071711100210921438497090|3009|0.41|S|2017-07-17 10:13:00||hzfh150001|hzfh812|
2017071710123959059204|2017071711100210921438497091|3009|1.04|S|2017-07-17 10:13:00||hzfh150001|hzfh45|
2017071710123984459207|2017071711100210921438497092|3009|0.06|S|2017-07-17 10:12:40||hzfh150001|hzfh432|
2017071710124101859219|2017071711100210921438497093|3009|0.06|S|2017-07-17 10:13:00||hzfh150001|hzfh357|
2017071710124159059225|2017071711100210921438497094|3009|0.06|S|2017-07-17 10:13:00||hzfh150001|hzfh1822|
2017071710132857659249|2017071711100210921438497107|3009|0.06|S|2017-07-17 10:14:00||hzfh150001|hzfh3590|
2017071710132880959252|2017071711100210921438497108|3009|4.16|S|2017-07-17 10:14:00||hzfh150001|hzfh114|
2017071710140405559270|2017071711100210921438497117|3009|101.15|S|2017-07-17 10:15:00||hzfh150001|hzfh320|
2017071710145851459285|2017071711100210921438497121|3009|50.57|S|2017-07-17 10:15:00||hzfh150001|hzfh1822|
2017071710145963859297|2017071711100210921438497122|3009|101.15|S|2017-07-17 10:16:00||hzfh150001|hzfh1844|
2017071710152564059309|2017071711100210921438497131|3009|5.20|S|2017-07-17 10:16:00||hzfh150001|hzfh1822|
2017071710152641859315|2017071711100210921438497132|3009|3.24|S|2017-07-17 10:16:00||hzfh150001|hzfh79|
2017071710155334359318|2017071711100210921438497137|3009|39.10|S|2017-07-17 10:16:00||hzfh150001|hzfh868|
2017071710163855059345|2017071711100210921438497144|3009|130.55|S|2017-07-17 10:17:00||hzfh150001|hzfh243|
2017071710163878359348|2017071711100210921438497145|3009|12.99|S|2017-07-17 10:17:00||hzfh150001|hzfh357|
2017071710173658759365|2017071711100210921438497148|3009|0.06|S|2017-07-17 10:18:00||hzfh150001|hzfh457|
2017071710173689359368|2017071711100210921438497149|3009|0.10|S|2017-07-17 10:18:00||hzfh150001|hzfh313|
