M20002661169|20170721|61|2466930.92
hzfh150482|0.00|6030.00|0.00
hzfh397|100000.00|0.00|100000.00
hzfh151236|5950.00|6000.00|0.00
hzfh1456|10000.00|0.00|10000.00
hzfh151293|20000.00|0.00|20000.00
hzfh3798|0.00|301.24|0.00
hzfh151262|1400.00|1600.00|180.00
hzfh483|0.00|279.33|0.00
hzfh150581|301.24|0.00|301.24
hzfh694|5050.00|0.00|5050.00
hzfh3696|3012.49|0.00|3012.49
hzfh3378|301.24|0.00|301.24
hzfh194|222045.84|50500.00|171598.80
hzfh150446|100000.00|0.00|300150.00
hzfh151276|5.00|20000.00|5.00
hzfh151327|300.00|0.00|300.00
hzfh150435|0.00|100.40|0.00
hzfh642|0.00|200000.00|4500.00
hzfh689|840000.00|33120.00|1026156.00
hzfh3194|6161.00|0.00|6261.00
hzfh3353|8989.00|0.00|8989.00
hzfh150511|0.00|306.24|0.00
hzfh1844|0.00|1784.42|0.00
hzfh814|15050.00|10000.00|5128.04
hzfh3576|60000.00|60000.00|69.75
hzfh150590|301.24|0.00|306.24
hzfh151332|200000.00|0.00|200000.00
hzfh150415|3715.40|0.00|3745.40
hzfh150029|301.24|0.00|301.24
hzfh150458|0.00|300.00|1.24
hzfh150001|0.00|272.46|494.10
hzfh671|500.00|410000.00|0.00
hzfh150301|10041.66|0.00|10041.66
hzfh520|141514.59|0.00|141555.07
hzfh1473|20045.84|20045.84|18.32
hzfh151317|10000.00|0.00|10000.00
hzfh3450|301.24|0.00|301.24
hzfh150629|300.00|0.00|300.00
hzfh408|10000.00|0.00|10602.49
hzfh1788|0.00|100.00|0.00
hzfh2945|10000.00|0.00|10000.00
hzfh865|301.24|0.00|301.24
hzfh150480|301.24|0.00|306.24
hzfh41|0.00|2000.00|2.08
hzfh670|0.00|110000.00|2612.50
hzfh150000|33124.11|0.00|273326.68
hzfh150498|20000.00|0.00|20000.00
hzfh521|0.00|194502.00|50.16
hzfh1493|1000.00|0.00|1000.00
hzfh833|400.00|400.00|0.00
hzfh1707|301.24|0.00|301.24
hzfh437|10100.00|0.00|23617.50
hzfh150418|301.24|0.00|301.24
hzfh150524|301.24|0.00|401.24
hzfh151337|20000.00|0.00|20000.00
hzfh150198|100.00|0.00|200.00
hzfh151227|20050.00|20100.00|0.00
hzfh1866|50000.00|0.00|50000.00
hzfh942|10100.00|0.00|10400.00
hzfh939|5050.00|0.00|14140.00
hzfh150531|301.24|0.00|301.24
