M20002661169|20170726|45|1523314.35
hzfh1503|20000.00|120.00|19884.41
hzfh151472|305.00|300.00|5.00
hzfh723|2.09|11.23|104.47
hzfh689|370000.00|737572.00|348690.00
hzfh151454|200200.00|200000.00|200.00
hzfh1903|3940.00|4000.00|0.00
hzfh151235|300.00|0.00|300.00
hzfh151483|0.00|300.00|7.00
hzfh194|0.00|353402.00|47530.96
hzfh2904|10000.00|0.00|10000.00
hzfh150732|50050.00|50000.00|395.00
hzfh150415|16354.60|20000.00|100.00
hzfh151481|6000.00|6000.00|200.00
hzfh1463|0.00|1000.00|0.00
hzfh151292|0.00|300.00|0.00
hzfh822|49000.00|0.00|49000.00
hzfh150001|0.00|402.54|4820.39
hzfh151379|0.00|10000.00|5.00
hzfh150378|0.00|301.24|0.00
hzfh150706|301.24|0.00|306.24
hzfh150003|5.29|21.22|152.43
hzfh1042|4000.00|0.00|4001.24
hzfh520|70045.84|160547.84|47538.48
hzfh151453|0.00|1000.00|5.00
hzfh151485|0.00|300.00|5.00
hzfh150496|0.00|20082.07|0.00
hzfh151212|16900.00|16900.00|0.00
hzfh151495|50000.00|0.00|50000.00
hzfh150672|400.00|400.00|0.00
hzfh150602|0.00|10046.66|0.00
hzfh576|0.00|8.15|99.50
hzfh150000|39999.37|0.00|603252.26
hzfh1779|50000.00|50000.00|0.00
hzfh521|200000.00|1963702.00|276046.16
hzfh150335|20000.00|20000.00|0.00
hzfh151226|0.00|150000.00|0.00
hzfh150195|1500.00|1500.00|0.00
hzfh151452|40005.00|1000.00|39005.00
hzfh150655|301.24|0.00|301.24
hzfh150525|19480.82|0.00|19580.82
hzfh16|0.00|2.09|84.91
hzfh151286|107100.00|107000.00|100.00
hzfh685|6.22|21.22|162.36
hzfh938|109.38|15.13|274.38
hzfh196|61.00|1.23|1157.10
