M20002661169|20170722|70|2490408.44
hzfh151331|1000.00|1000.00|0.00
hzfh150573|3530.00|0.00|6000.00
hzfh397|0.00|100000.00|0.00
hzfh3696|0.00|3000.00|12.49
hzfh1456|0.00|10000.00|0.00
hzfh694|0.00|5000.00|50.00
hzfh151342|10000.00|0.00|10000.00
hzfh1470|5000.00|5000.00|0.00
hzfh150633|301.24|0.00|306.24
hzfh689|420000.00|12120.00|1434036.00
hzfh4100|0.00|10000.00|20100.00
hzfh2904|0.00|10000.00|0.00
hzfh151373|2005.00|2000.00|5.00
hzfh194|0.00|50500.00|121098.80
hzfh3036|3030.00|0.00|3030.06
hzfh151332|0.00|200000.00|0.00
hzfh150885|99950.00|100000.00|50.00
hzfh151340|19005.00|18400.00|605.00
hzfh898|12000.00|12000.00|0.00
hzfh583|0.00|10100.00|0.00
hzfh814|0.00|5100.00|28.04
hzfh4030|301.24|0.00|301.24
hzfh150583|301.24|0.00|306.24
hzfh150595|301.24|0.00|306.24
hzfh150378|301.24|0.00|301.24
hzfh150001|0.00|154.95|339.15
hzfh641|5112.50|5100.00|12.50
hzfh520|0.00|91014.59|50540.48
hzfh150627|301.24|0.00|301.24
hzfh1473|200000.00|19000.00|181018.32
hzfh151338|100000.00|0.00|100000.00
hzfh151287|0.00|300.00|0.00
hzfh1785|20200.00|0.00|20200.00
hzfh3779|10041.66|0.00|10141.66
hzfh150602|10041.66|0.00|10046.66
hzfh150620|301.24|0.00|301.24
hzfh150645|1707.07|0.00|1707.07
hzfh150129|301.24|0.00|301.24
hzfh670|0.00|2400.00|212.50
hzfh41|3000.00|3000.00|2.08
hzfh151334|17500.00|0.00|17500.00
hzfh1025|20450.00|0.00|20450.00
hzfh647|1022.50|0.00|1022.50
hzfh2136|1010.00|0.00|1010.00
hzfh135|303.00|0.00|303.10
hzfh4029|301.24|0.00|301.24
hzfh150587|20083.33|0.00|20283.33
hzfh150605|2510.40|0.00|2510.40
hzfh150632|301.24|0.00|306.24
hzfh472|2209.16|0.00|2209.16
hzfh150000|31120.13|0.00|304446.81
hzfh1779|50000.00|0.00|50000.00
hzfh4103|0.00|1000.00|0.00
hzfh1493|0.00|1000.00|0.00
hzfh150498|0.00|20000.00|0.00
hzfh150198|9800.00|10000.00|0.00
hzfh151337|0.00|20000.00|0.00
hzfh1043|5000.00|0.00|5502.07
hzfh437|14315.00|0.00|37932.50
hzfh3583|2000.00|2000.00|2.08
hzfh151372|20000.00|0.00|20000.00
hzfh1822|1011.25|0.00|1197.07
hzfh2230|20200.00|0.00|20266.73
hzfh150601|301.24|0.00|306.24
hzfh150564|301.24|0.00|301.24
hzfh942|0.00|8300.00|2100.00
hzfh1866|5000.00|55000.00|0.00
hzfh150765|6000.00|0.00|6000.00
hzfh151152|0.00|300.00|50.00
hzfh2408|4747.00|0.00|4747.00
