M20002661169|20170720|52|1889944.89
hzfh151236|10050.00|10000.00|50.00
hzfh1503|20000.00|415749.84|4.41
hzfh150482|6025.00|0.00|6030.00
hzfh960|0.00|4225.00|0.00
hzfh397|100000.00|100000.00|0.00
hzfh151262|380.00|0.00|380.00
hzfh469|0.00|301.24|0.00
hzfh689|220000.00|807572.00|219276.00
hzfh642|204500.00|0.00|204500.00
hzfh150446|100000.00|0.00|200150.00
hzfh4100|30100.00|0.00|30100.00
hzfh807|5120.00|5200.00|0.00
hzfh2407|1000.00|1000.00|0.00
hzfh151276|20000.00|0.00|20000.00
hzfh3195|0.00|1010.00|0.00
hzfh151255|1000.00|0.00|1000.00
hzfh150511|301.24|0.00|306.24
hzfh1085|0.00|458080.00|0.00
hzfh2986|0.00|30300.00|0.00
hzfh2847|0.00|270.00|6.49
hzfh124|5800.00|5800.00|0.00
hzfh1064|409000.00|409000.00|5750.00
hzfh970|0.00|2800.00|31177.83
hzfh150001|0.00|1447.49|766.56
hzfh4099|30150.00|30150.00|0.00
hzfh150707|970.00|31000.00|0.00
hzfh671|409500.00|0.00|409500.00
hzfh150390|500.00|1000.00|0.00
hzfh1588|7600.00|7600.00|0.00
hzfh2719|300.00|300.00|0.00
hzfh2764|13455.82|0.00|13455.82
hzfh3282|0.00|301.24|0.00
hzfh151287|300.00|0.00|300.00
hzfh150912|300.00|0.00|300.00
hzfh151275|8000.00|8000.00|0.00
hzfh947|17000.00|19000.00|45.00
hzfh150358|100.00|20000.00|100.00
hzfh1910|0.00|255.55|0.00
hzfh150498|0.00|20083.33|0.00
hzfh150000|9880.03|0.00|240202.57
hzfh4103|1000.00|0.00|1000.00
hzfh137|10000.00|10000.00|34.33
hzfh150198|20100.00|20000.00|100.00
hzfh521|200000.00|5500.00|194552.16
hzfh150834|10050.00|6200.00|10050.00
hzfh151152|350.00|0.00|350.00
hzfh151128|200.00|100100.00|300100.00
hzfh150521|301.24|0.00|306.24
hzfh151089|0.00|5.00|0.00
hzfh150451|0.00|300.00|1.24
hzfh1472|0.00|2500.00|0.00
hzfh151227|0.00|10000.00|50.00
