M20002661169|20170706|82|1982267.60
hzfh1503|94600.00|94600.00|186625.00
hzfh150580|50005.00|28000.00|31200.00
hzfh150499|50000.00|0.00|150000.00
hzfh150351|0.00|9000.00|30.00
hzfh1676|200000.00|200000.00|0.00
hzfh2468|0.00|1010.00|0.00
hzfh2659|0.00|10041.66|0.00
hzfh150600|0.00|20200.00|0.00
hzfh2475|0.00|34340.00|0.00
hzfh194|950000.00|2066897.84|1181593.64
hzfh4034|0.00|301.24|0.00
hzfh4051|301.24|0.00|301.24
hzfh3625|0.00|301.24|0.00
hzfh3721|301.24|0.00|301.24
hzfh3736|301.24|301.24|0.00
hzfh3741|301.24|0.00|301.24
hzfh1461|301.24|0.00|301.24
hzfh150633|305.00|300.00|5.00
hzfh825|0.00|602.00|0.07
hzfh418|40000.00|0.00|40000.06
hzfh2507|0.00|2020.00|0.00
hzfh583|0.00|30000.00|0.00
hzfh1656|0.00|2500.00|0.00
hzfh150612|50000.00|0.00|50000.00
hzfh150415|6015.00|9000.00|30.00
hzfh4073|301.24|0.00|301.24
hzfh1314|1850.00|0.00|1950.00
hzfh3815|0.00|301.24|0.00
hzfh150001|0.00|567.45|17031.47
hzfh951|301.24|301.24|0.00
hzfh150631|20100.00|20000.00|100.00
hzfh150595|0.00|300.00|5.00
hzfh150583|0.00|300.00|5.00
hzfh4030|0.00|300.00|0.00
hzfh150378|0.00|300.00|0.00
hzfh520|50000.00|48902.00|49723.00
hzfh4027|0.00|301.24|0.00
hzfh1473|0.00|19802.00|78.00
hzfh2536|0.00|100.00|0.00
hzfh1505|0.00|300.00|1.24
hzfh2512|0.00|4040.00|0.00
hzfh3385|10041.66|10041.66|0.00
hzfh150627|300.00|300.00|0.00
hzfh1588|50000.00|50000.00|0.00
hzfh3984|0.00|502.07|0.00
hzfh3436|0.00|5020.00|0.82
hzfh1712|0.00|1045.00|0.00
hzfh150620|300.00|300.00|0.00
hzfh3779|0.00|40000.00|100.00
hzfh150641|50200.00|50000.00|200.00
hzfh408|602.49|0.00|602.49
hzfh1820|40000.00|3000.00|37000.00
hzfh3730|301.24|0.00|301.24
hzfh187|100.40|0.00|300.40
hzfh947|30000.00|4000.00|26000.00
hzfh150645|20085.00|20000.00|85.00
hzfh150129|300.00|300.00|0.00
hzfh150602|0.00|10000.00|5.00
hzfh150012|0.00|10050.00|0.00
hzfh150000|50054.12|98.00|171295.27
hzfh3039|0.00|300.00|1.24
hzfh150605|0.00|2505.00|0.00
hzfh3814|0.00|301.24|0.00
hzfh1131|500.00|500.00|0.00
hzfh3792|301.24|301.24|0.00
hzfh4056|1004.16|0.00|1004.16
hzfh3654|1000.00|1000.00|0.00
hzfh4082|301.24|300.00|1.24
hzfh150500|40000.00|40000.00|0.00
hzfh150498|126700.00|126700.00|0.00
hzfh1685|5000.00|5000.00|0.00
hzfh150632|305.00|300.00|5.00
hzfh444|0.00|3000.00|0.00
hzfh472|2200.00|2200.00|0.00
hzfh4029|0.00|300.00|0.00
hzfh150587|0.00|20000.00|30005.00
hzfh4053|5020.82|0.00|5070.82
hzfh1149|301.24|0.00|301.24
hzfh3728|300100.00|300000.00|100.00
hzfh3377|0.00|301.24|0.00
hzfh150601|0.00|300.00|5.00
hzfh150564|0.00|300.00|0.00
