M20002661169|20170703|34|122339.91
2017070208510142102532|2017070211100210866539792769|2001|10041.66|S|2017-07-03 09:11:00|W_UCF_PAY|hzfh3657|
2017070210055223902551|2017070211100210863539755055|2001|50.00|S|2017-07-03 09:11:00|W_UCF_PAY|hzfh3783|
2017070214051720202716|2017070211100210865939695375|2001|301.24|S|2017-07-03 09:11:00|W_UCF_PAY|hzfh3674|
2017070213012334802680|2017070211100210866539794693|2001|301.24|S|2017-07-03 09:11:00|W_UCF_PAY|hzfh3689|
2017070210574698302571|2017070211100210866539793969|2001|55.00|S|2017-07-03 09:11:00|W_UCF_PAY|hzfh150177|
2017070211250453502579|2017070211100210863539755765|2001|301.24|S|2017-07-03 09:11:00|W_UCF_PAY|hzfh2115|
2017070222514496502780|2017070211100210867539698744|2001|100.00|S|2017-07-03 09:11:00|W_UCF_PAY|hzfh150093|
2017070213054130002690|2017070211100210866139728519|2001|301.24|S|2017-07-03 09:11:00|W_UCF_PAY|hzfh3698|
2017070213063912102692|2017070211100210866139728523|2001|301.24|S|2017-07-03 09:11:00|W_UCF_PAY|hzfh3745|
2017070221431576002756|2017070211100210867539697896|2001|1004.16|S|2017-07-03 09:11:00|W_UCF_PAY|hzfh3800|
2017070213024287002684|2017070211100210863539756069|2001|316.24|S|2017-07-03 09:11:00|W_UCF_PAY|hzfh3701|
2017070213035249902688|2017070211100210866539794696|2001|301.24|S|2017-07-03 09:11:00|W_UCF_PAY|hzfh3750|
2017070211282021602581|2017070211100210866539794428|2001|18022.16|S|2017-07-03 09:11:00|W_UCF_PAY|hzfh3525|
2017070213135055102702|2017070211100210866539794712|2001|5020.82|S|2017-07-03 09:11:00|W_UCF_PAY|hzfh3495|
2017070217060696402737|2017070211100210865939697434|2001|5050.00|S|2017-07-03 09:11:00|W_UCF_PAY|hzfh133|
2017070217471732502746|2017070211100210865939697520|2001|301.24|S|2017-07-03 09:11:00|W_UCF_PAY|hzfh3424|
2017070113594598602441|2017070111100210860939721856|2001|301.24|S|2017-07-03 09:11:00|W_UCF_PAY|hzfh3647|
2017070113182936202419|2017070111100210857639749219|2001|301.24|S|2017-07-03 09:11:00|W_UCF_PAY|hzfh3676|
2017070111530978202402|2017070111100210862639787806|2001|500.00|S|2017-07-03 09:11:00|W_UCF_PAY|hzfh150474|
2017070113205773002423|2017070111100210862639788021|2001|301.24|S|2017-07-03 09:11:00|W_UCF_PAY|hzfh3516|
2017070207205406602518|2017070211100210863539754103|2001|301.24|S|2017-07-03 09:31:00|W_UCF_PAY|hzfh3447|
2017070100063260702382|2017070111100210857639746846|2001|301.24|S|2017-07-03 09:31:00|W_UCF_PAY|hzfh3492|
2017063022201939402346|2017063011100210857639744411|2001|5000.00|S|2017-07-03 09:31:00|W_UCF_PAY|hzfh150142|
2017063017050957502254|2017063011100210857839739105|2001|301.20|S|2017-07-03 09:31:00|W_UCF_PAY|hzfh3598|
2017063017345918702291|2017063011100210859639778668|2001|55502.00|S|2017-07-03 09:31:00|W_UCF_PAY|hzfh194|
2017063009154789302785|2017063011100210856839702582|2001|2000.00|S|2017-07-03 09:31:00|W_UCF_PAY|hzfh3726|
2017063010010888102869|2017063011100210856839702672|2001|505.00|S|2017-07-03 09:31:00|W_UCF_PAY|hzfh150460|
2017070314245384602944|2017070311100210867939734338|2001|2050.00|S|2017-07-03 14:41:00|W_UCF_PAY|hzfh78|
2017070311462846002915|2017070311100210870239799415|2001|200.82|S|2017-07-03 12:01:00|W_UCF_PAY|hzfh3642|
2017070221483281802760|2017070211100210870239797483|2001|301.24|S|2017-07-03 09:31:00|W_UCF_PAY|hzfh3593|
2017070310423959802888|2017070311100210865239760254|2001|301.24|S|2017-07-03 11:01:00|W_UCF_PAY|hzfh3612|
2017070309403041302857|2017070311100210867939732477|2001|301.00|S|2017-07-03 10:01:00|W_UCF_PAY|hzfh315|
2017070312354495102925|2017070311100210865239760672|2001|9090.00|S|2017-07-03 12:51:00|W_UCF_PAY|hzfh2136|
2017070316201460002983|2017070311100210865239764544|2001|3012.49|S|2017-07-03 16:33:00|W_UCF_PAY|hzfh3764|
