M20002661169|20170725|50|4311162.57
hzfh150352|301.24|0.00|301.24
hzfh150734|1000000.00|1000000.00|0.00
hzfh689|550000.00|1453452.00|716262.00
hzfh194|200000.00|7750.00|400932.96
hzfh1595|0.00|4343.00|0.00
hzfh151479|10050.00|10000.00|50.00
hzfh151483|307.00|0.00|307.00
hzfh807|80.00|0.00|80.00
hzfh150106|0.00|1004.00|0.16
hzfh1063|0.00|10000.00|5000.00
hzfh432|0.00|2000.00|50.42
hzfh422|900.00|900.00|0.00
hzfh970|460.00|0.00|30637.83
hzfh151471|300000.00|300000.00|0.00
hzfh151481|100200.00|100000.00|200.00
hzfh1064|0.00|2625.00|3125.00
hzfh1314|100.00|0.00|133.00
hzfh1463|1000.00|0.00|1000.00
hzfh151464|0.00|2000.00|5.00
hzfh150001|12420.00|8382.48|5222.93
hzfh915|30.00|0.00|30.00
hzfh464|50000.00|250000.00|0.00
hzfh2665|0.00|20000.00|0.00
hzfh151379|10005.00|0.00|10005.00
hzfh692|22.99|0.00|46.98
hzfh4099|50000.00|50000.00|0.00
hzfh150501|0.00|45100.00|0.00
hzfh520|170045.84|32045.84|138040.48
hzfh150496|19782.07|0.00|20082.07
hzfh676|206.00|0.00|206.00
hzfh1473|0.00|38502.00|122470.48
hzfh512|128.99|0.00|128.99
hzfh151485|305.00|0.00|305.00
hzfh151453|1005.00|0.00|1005.00
hzfh3618|0.00|1000.00|4.16
hzfh2764|0.00|13400.00|55.82
hzfh150629|0.00|100.00|0.00
hzfh151460|1077450.00|1077400.00|50.00
hzfh784|28000.00|38000.00|0.00
hzfh34|1928.00|0.00|1928.00
hzfh1025|0.00|15200.00|0.00
hzfh521|2160000.00|856302.00|2039748.16
hzfh150000|168306.03|0.00|563252.89
hzfh1101|50044.00|50000.00|44.00
hzfh150335|50150.00|50150.00|0.00
hzfh150525|19400.00|20000.00|100.00
hzfh1504|100000.00|0.00|100000.00
hzfh151226|150000.00|0.00|150000.00
hzfh3461|0.00|300.00|0.00
hzfh802|0.00|15000.00|352.00
