M20002661169|20170716|36|1180371.24
2017071609050125501484|2017071611100210917538484137|1002|50000.00|S|2017-07-16 09:06:00|R_UCF_PAY|hzfh150695|2|
2017071609172263801498|2017071611100210917538484197|1002|50000.00|S|2017-07-16 09:18:00|R_UCF_PAY|hzfh150695|2|
2017071609594066501510|2017071611100210917538485284|1002|2000.00|S|2017-07-16 10:01:00|R_UCF_PAY|hzfh1107|2|
2017071610543837401555|2017071611100210917538486852|1002|30000.00|S|2017-07-16 10:56:00|R_UCF_PAY|hzfh998|2|
2017071611032630301572|2017071611100210917538486891|1002|20000.00|S|2017-07-16 11:04:00|R_UCF_PAY|hzfh151023|2|
2017071616264695201699|2017071611100210917538489764|1002|700.00|S|2017-07-16 16:35:00|R_UCF_PAY|hzfh3677|2|
2017071617105818801711|2017071611100210917538490873|1002|1000.00|S|2017-07-16 17:12:00|R_UCF_PAY|hzfh1038|2|
2017071618385584501721|2017071611100210917538491467|1002|301.24|S|2017-07-16 18:40:00|R_UCF_PAY|hzfh1826|2|
2017071600115149701462|2017071611100210919438516560|1002|11900.00|S|2017-07-16 00:13:00|R_UCF_PAY|hzfh801|2|
2017071608365872501472|2017071611100210919438517429|1002|50000.00|S|2017-07-16 08:38:00|R_UCF_PAY|hzfh324|2|
2017071608412015101474|2017071611100210919438517454|1002|150000.00|S|2017-07-16 08:42:00|R_UCF_PAY|hzfh1776|2|
2017071608483973601480|2017071611100210919438517491|1002|50000.00|S|2017-07-16 08:50:00|R_UCF_PAY|hzfh150695|2|
2017071609065323201490|2017071611100210919438517616|1002|50000.00|S|2017-07-16 09:08:00|R_UCF_PAY|hzfh150695|2|
2017071609110964301496|2017071611100210919438517630|1002|50000.00|S|2017-07-16 09:12:00|R_UCF_PAY|hzfh116|2|
2017071611034240501574|2017071611100210919438520193|1002|50000.00|S|2017-07-16 11:05:00|R_UCF_PAY|hzfh150773|2|
2017071611034307801576|2017071611100210919438520194|1001|16395.00|S|2017-07-16 11:05:00|R_UCF_PAY|hzfh151024|1|
2017071611063872701583|2017071611100210919438520212|1002|100000.00|S|2017-07-16 11:08:00|R_UCF_PAY|hzfh168|2|
2017071618340455001718|2017071611100210919438525164|1002|1000.00|S|2017-07-16 18:35:00|R_UCF_PAY|hzfh4064|2|
2017071608303228001470|2017071611100210919538526854|1002|10000.00|S|2017-07-16 08:35:00|R_UCF_PAY|hzfh150908|2|
2017071608474014301478|2017071611100210919538526940|1002|50000.00|S|2017-07-16 08:49:00|R_UCF_PAY|hzfh150695|2|
2017071609053377201486|2017071611100210919538527002|1002|50000.00|S|2017-07-16 09:06:00|R_UCF_PAY|hzfh150695|2|
2017071609183118901502|2017071611100210919538527076|1002|50000.00|S|2017-07-16 09:18:56|R_UCF_PAY|hzfh150695|2|
2017071610331595901544|2017071611100210919538529417|1002|2000.00|S|2017-07-16 10:34:00|R_UCF_PAY|hzfh151012|2|
2017071610563587101558|2017071611100210919538529645|1002|2500.00|S|2017-07-16 10:56:58|R_UCF_PAY|hzfh135|2|
2017071608585523301482|2017071611100210919838582361|1002|3000.00|S|2017-07-16 09:00:00|R_UCF_PAY|hzfh3583|2|
2017071609060643301488|2017071611100210919838582383|1002|50000.00|S|2017-07-16 09:07:00|R_UCF_PAY|hzfh150695|2|
2017071609074954801492|2017071611100210919838582389|1002|50000.00|S|2017-07-16 09:09:00|R_UCF_PAY|hzfh150695|2|
2017071609175878001500|2017071611100210919838582417|1002|50000.00|S|2017-07-16 09:19:00|R_UCF_PAY|hzfh150695|2|
2017071610053231601528|2017071611100210919838583704|1001|49950.00|S|2017-07-16 10:09:00|R_UCF_PAY|hzfh2272|1|
2017071611001598101561|2017071611100210919838584956|1002|16400.00|S|2017-07-16 11:01:00|R_UCF_PAY|hzfh150999|2|
2017071611085258101586|2017071611100210919838585010|1002|300.00|S|2017-07-16 11:10:00|R_UCF_PAY|hzfh150428|2|
2017071616391422201704|2017071611100210919838588065|1002|1000.00|S|2017-07-16 16:41:00|R_UCF_PAY|hzfh812|2|
2017071620253073201735|2017071611100210922838535248|1002|50000.00|S|2017-07-16 20:26:00|R_UCF_PAY|hzfh150580|2|
2017071619200502901727|2017071611100210923838589905|1002|9343.00|S|2017-07-16 19:22:00|R_UCF_PAY|hzfh3444|2|
2017071620330692901742|2017071611100210923838590169|1002|2582.00|S|2017-07-16 20:34:00|R_UCF_PAY|hzfh3444|2|
2017071622043235101755|2017071611100210923838591310|1002|50000.00|S|2017-07-16 22:06:00|R_UCF_PAY|hzfh150695|2|
