M20002661169|20170704|51|1252504.03
hzfh150554|100000.00|0.00|100000.00
hzfh150482|5.00|6000.00|5.00
hzfh1503|120120.00|1495.00|210625.00
hzfh1705|100000.00|0.00|100000.00
hzfh3810|0.00|300.00|1.24
hzfh3803|0.00|301.24|0.00
hzfh150573|5015.00|5015.00|0.00
hzfh150499|50000.00|0.00|50000.00
hzfh150581|300.00|0.00|300.00
hzfh150580|50080.00|16000.00|34080.00
hzfh1599|5050.00|0.00|5050.00
hzfh2475|9898.00|0.00|9898.00
hzfh194|152750.00|2750.00|189793.48
hzfh150363|20100.00|20000.00|100.00
hzfh150511|5.00|300.00|5.00
hzfh150503|2965.00|3000.00|15.00
hzfh2473|1010.00|0.00|1010.00
hzfh3576|300.00|0.00|300.00
hzfh150001|0.00|400.00|18551.37
hzfh915|0.00|100.00|0.00
hzfh150555|1000.00|0.00|1000.00
hzfh2413|1010.00|0.00|1010.00
hzfh1042|2400.00|2400.00|1.24
hzfh2764|0.00|20000.00|0.00
hzfh4058|0.00|150.00|0.00
hzfh520|21480.00|50500.00|0.00
hzfh2467|1010.00|0.00|1010.00
hzfh868|0.00|1000.00|4.16
hzfh150563|1005.00|0.00|1005.00
hzfh150294|100000.00|0.00|100100.00
hzfh1396|0.00|10000.00|100.00
hzfh2357|1010.00|0.00|1010.00
hzfh1820|10000.00|10000.00|0.00
hzfh3820|0.00|301.24|0.00
hzfh1035|0.00|2500000.00|0.00
hzfh2465|9000.00|0.00|10004.16
hzfh150011|0.00|20100.00|0.00
hzfh150358|70.00|15300.00|70.00
hzfh2256|1010.00|0.00|1010.00
hzfh757|20200.00|0.00|20200.00
hzfh150000|1383.00|0.00|102570.01
hzfh150484|48995.00|20000.00|30000.00
hzfh150561|3000.00|0.00|3000.00
hzfh150521|5.00|300.00|5.00
hzfh2375|100000.00|100000.00|0.00
hzfh114|0.00|400.00|0.00
hzfh802|10302.00|0.00|10302.00
hzfh413|250000.00|0.00|250000.00
hzfh45|650.00|700.00|0.00
hzfh3770|100.00|20000.00|183.33
hzfh685|100.00|0.00|185.04
