M20002661169|20170715|41|2030622.95
hzfh1470|10000.00|0.00|10000.00
hzfh1503|270000.00|59120.00|1454666.25
hzfh469|301.24|0.00|301.24
hzfh998|401.66|0.00|401.66
hzfh150350|20041.66|20000.00|46.66
hzfh74|401.66|0.00|401.66
hzfh392|0.00|51125.00|51125.00
hzfh150883|10005.00|10000.00|5.00
hzfh150402|301.24|0.00|306.24
hzfh151005|30100.00|30000.00|100.00
hzfh150885|20000.00|0.00|120000.00
hzfh150368|20000.00|20000.00|0.00
hzfh970|49490.00|0.00|87970.00
hzfh150407|301.24|0.00|306.24
hzfh858|10225.00|0.00|10225.00
hzfh3681|20000.00|0.00|20123.33
hzfh150001|0.00|312.48|41182.45
hzfh150860|10000.00|10000.00|100.00
hzfh151007|10000.00|0.00|10000.00
hzfh150501|35100.00|35000.00|100.00
hzfh520|0.00|20045.84|40.48
hzfh150408|301.24|0.00|301.24
hzfh150401|301.24|0.00|301.24
hzfh3527|1004.16|0.00|1004.16
hzfh530|6727.91|0.00|10027.91
hzfh979|50000.00|0.00|50000.00
hzfh947|2045.00|0.00|2045.00
hzfh799|1000.00|0.00|1000.00
hzfh41|2000.00|0.00|2000.00
hzfh150091|0.00|10100.00|41.66
hzfh150361|54000.00|58900.00|125.82
hzfh150000|8620.07|0.00|96439.71
hzfh747|10225.00|0.00|10225.00
hzfh437|8180.00|0.00|8180.00
hzfh150704|4995.00|0.00|5000.00
hzfh1685|15000.00|15000.00|0.00
hzfh801|50000.00|35000.00|15000.00
hzfh150784|15.00|14000.00|15.00
hzfh23|1010.00|0.00|1010.00
hzfh361|20450.00|0.00|20450.00
hzfh150833|55.00|12000.00|55.00
